year,month,day,HORA (HHMM),value
25,06,25,1600,53.0
25,06,26,1900,213.0
25,06,27,2300,200.0
25,06,28,1700,218.0
25,06,29,2300,325.0
25,06,30,2000,324.0
25,07,01,0100,354.0
25,07,02,2000,167.0
25,07,03,2100,307.0
25,07,04,1900,517.0
25,07,05,2200,634.0
25,07,06,0900,427.0
25,07,07,1300,295.0
25,07,08,1900,102.0
25,07,09,1800,76.0
25,07,10,0000,38.0
25,07,11,1800,140.0
25,07,12,2300,143.0
25,07,13,2000,207.0
25,07,14,0900,151.0
25,07,15,0900,122.0
25,07,16,2200,74.0
25,07,17,1700,182.0
25,07,18,2000,56.0
25,07,19,2000,84.0
25,07,20,1900,344.0
25,07,21,2200,137.0
25,07,22,2200,268.0
25,07,23,1800,470.0
25,07,24,1700,284.0
25,07,25,2300,72.0
25,07,26,0800,244.0
25,07,27,0000,215.0
25,07,28,2200,267.0
25,07,29,1700,285.0
25,07,30,0900,314.0
25,07,31,1200,187.0
25,08,01,1800,288.0
25,08,02,2200,197.0
25,08,03,1900,308.0
25,08,04,0900,449.0
25,08,05,0600,161.0
25,08,06,1800,77.0
25,08,07,2200,319.0
25,08,08,1900,772.0
25,08,09,1000,334.0
25,08,10,2000,250.0
25,08,11,1400,169.0
25,08,12,2000,401.0
25,08,13,2100,837.0
25,08,14,0800,539.0
25,08,15,2000,327.0
25,08,16,1900,297.0
25,08,17,2200,409.0
25,08,18,0700,412.0
25,08,19,2100,66.0
25,08,20,0600,90.0
25,08,21,1000,61.0
25,08,22,0600,93.0
25,08,23,2000,61.0
25,08,24,2000,80.0
25,08,25,0900,54.0
25,08,26,0700,47.0
25,08,27,2000,340.0
25,08,28,1900,284.0
25,08,29,1900,155.0
25,08,30,0700,242.0
25,08,31,2100,84.0
25,09,01,0600,114.0
25,09,02,2100,36.0
25,09,03,2000,236.0
25,09,04,2100,145.0
25,09,05,2100,274.0
25,09,06,2300,301.0
25,09,07,0200,122.0
25,09,08,0800,149.0
25,09,09,2000,128.0
25,09,10,0000,33.0
25,09,11,1900,181.0
25,09,12,0800,169.0
25,09,13,1900,49.0
25,09,14,1900,37.0
25,09,15,2100,187.0
25,09,16,2100,208.0
25,09,17,0900,117.0
25,09,18,2200,97.0
25,09,19,2100,353.0
25,09,20,0000,142.0
25,09,21,0700,31.0
25,09,22,2200,59.0
25,09,23,2000,335.0
25,09,24,1900,225.0
25,09,25,0600,181.0
25,09,26,1000,31.0
25,09,27,0800,87.0
25,09,28,1600,79.0
25,09,29,2100,74.0
25,09,30,2000,43.0
25,10,01,1900,30.0
25,10,02,0600,54.0
25,10,03,1300,237.0
25,10,04,0000,130.0
25,10,05,0200,105.0
25,10,06,0700,37.0
25,10,07,0700,37.0
25,10,08,1600,84.0
25,10,09,1900,48.0
25,10,10,2100,130.0
25,10,11,0600,66.0
25,10,12,1900,19.0
25,10,13,1900,42.0
25,10,14,2000,54.0
25,10,15,2000,32.0
25,10,16,2200,60.0
25,10,17,0600,176.0
25,10,18,2000,35.0
25,10,19,0000,52.0
25,10,20,0900,31.0
25,10,21,2000,43.0
25,10,22,0900,24.0
25,10,23,2100,61.0
25,10,24,0000,41.0
25,10,25,2200,92.0
25,10,26,0100,82.0
25,10,27,0600,125.0
25,10,28,0000,90.0
25,10,29,0600,53.0
25,10,30,1900,21.0
25,10,31,2000,16.0
25,11,01,2200,46.0
25,11,02,2000,76.0
25,11,03,0600,38.0
25,11,04,2200,38.0
25,11,05,0600,30.0
25,11,06,0600,31.0
25,11,07,0600,26.0
25,11,08,2100,54.0
25,11,09,2000,48.0
25,11,10,0000,12.0
25,11,11,0700,12.0
25,11,12,1700,11.0
25,11,13,2000,15.0
25,11,14,1900,10.0
25,11,15,2100,32.0
25,11,16,1900,20.0
25,11,17,1900,19.0
25,11,18,2200,22.0
25,11,19,2000,42.0
25,11,20,0000,33.0
25,11,21,2100,21.0
25,11,22,2100,24.0
25,11,23,2100,6.0
25,11,24,0800,12.0
25,11,25,0600,16.0
25,11,26,2000,16.0
25,11,27,2000,51.0
25,11,28,0600,32.0
25,11,29,0600,24.0
25,11,30,1800,10.0
25,12,01,2100,10.0
25,12,02,0700,10.0
25,12,03,2000,30.0
25,12,04,1600,15.0
25,12,05,2000,17.0
25,12,06,2200,59.0
25,12,07,0000,36.0
25,12,08,2300,5.0
25,12,09,1400,5.0
25,12,10,1600,40.0
25,12,11,2000,14.0
25,12,12,2100,17.0
25,12,13,2000,17.0
25,12,14,1600,20.0
25,12,15,0600,13.0
25,12,16,2000,11.0
25,12,17,2000,12.0
25,12,18,2100,11.0
25,12,19,2100,16.0
25,12,20,0800,16.0
25,12,21,2100,14.0
25,12,22,1300,11.0
25,12,23,2100,9.0
25,12,24,2000,22.0
25,12,25,1900,17.0
25,12,26,1800,9.0
25,12,27,1200,6.0
25,12,28,0900,7.0
25,12,29,1000,8.0
25,12,30,0900,6.0
25,12,31,2100,33.0
26,01,01,0400,19.0
26,01,02,0200,5.0
26,01,03,2200,15.0
26,01,04,1000,24.0
26,01,05,0600,16.0
26,01,06,0700,15.0
26,01,07,2300,21.0
26,01,08,0000,19.0
26,01,09,1100,14.0
26,01,10,0500,7.0
26,01,11,1600,5.0
26,01,12,1400,12.0
26,01,13,0700,9.0
26,01,14,1000,8.0
26,01,15,1000,8.0
26,01,16,0700,15.0
26,01,17,2100,17.0
26,01,18,0500,14.0
26,01,19,0700,6.0
26,01,20,0600,7.0
26,01,21,0600,10.0
26,01,22,2100,25.0
26,01,23,0500,20.0
26,01,24,0300,7.0
26,01,25,0500,8.0
26,01,26,0500,13.0
26,01,27,0600,13.0
26,01,28,2100,10.0
26,01,29,0500,24.0
26,01,30,2300,8.0
26,01,31,0000,6.0
26,02,01,0600,10.0
26,02,02,0600,13.0
26,02,03,1400,13.0
26,02,04,2100,34.0
26,02,05,0000,13.0
26,02,06,2000,15.0
26,02,07,2100,6.0
26,02,08,0600,9.0
26,02,09,1500,12.0
26,02,10,2100,42.0
26,02,11,1900,24.0
26,02,12,2300,79.0
26,02,13,0000,48.0
26,02,14,2100,18.0
26,02,15,0500,20.0
26,02,16,2100,60.0
26,02,17,0900,17.0
26,02,18,1800,13.0
26,02,19,2000,12.0
26,02,20,2200,14.0
26,02,21,0600,41.0
26,02,22,2200,6.0
26,02,23,2300,22.0
26,02,24,0700,53.0
26,02,25,2200,47.0
26,02,26,0700,13.0
26,02,27,0600,32.0
26,02,28,1200,15.0
26,03,01,1900,32.0
26,03,02,1900,13.0
26,03,03,0900,64.0
26,03,04,2000,30.0
26,03,05,0600,59.0
26,03,06,2000,84.0
26,03,07,0700,63.0
26,03,08,0900,44.0
26,03,09,0600,35.0
26,03,10,0600,43.0
26,03,11,0600,60.0
26,03,12,0700,31.0
26,03,13,2300,56.0
26,03,14,1000,69.0
26,03,15,1900,23.0
26,03,16,1900,34.0
26,03,17,2000,38.0
26,03,18,2000,71.0
26,03,19,1900,78.0
26,03,20,1900,33.0
26,03,21,1500,60.0
26,03,22,1800,44.0
26,03,23,1900,30.0
26,03,24,0700,31.0
26,03,25,0600,20.0
26,03,26,0900,4.0
26,03,27,0400,4.0
26,03,28,2200,86.0
26,03,29,1900,76.0
26,03,30,0700,92.0
26,03,31,0900,36.0
26,04,01,1900,23.0
26,04,02,1600,25.0
26,04,03,1900,59.0
26,04,04,2000,456.0
26,04,05,0000,217.0
26,04,06,2100,70.0
26,04,07,0600,72.0
26,04,08,0700,39.0
26,04,09,1700,20.0
26,04,10,1900,38.0
26,04,11,2100,42.0
26,04,12,0700,31.0
26,04,13,2000,229.0
26,04,14,1900,33.0
26,04,15,1900,226.0
26,04,16,0000,120.0
26,04,17,1900,79.0
26,04,18,2100,96.0
26,04,19,0700,42.0
26,04,20,1900,159.0
26,04,21,2100,80.0
26,04,22,0800,85.0
26,04,23,2000,36.0
26,04,24,1800,31.0
26,04,25,2300,174.0
26,04,26,0000,105.0
26,04,27,2100,254.0
26,04,28,1100,138.0
26,04,29,1900,61.0
26,04,30,2100,122.0
26,05,01,2200,175.0
26,05,02,0800,140.0
26,05,03,0100,125.0
26,05,04,2000,38.0
26,05,05,1900,307.0
26,05,06,1900,249.0
26,05,07,1900,534.0
26,05,08,2000,663.0
26,05,09,0000,428.0
26,05,10,1100,56.0
26,05,11,2300,72.0
26,05,12,0700,240.0
26,05,13,0500,72.0
26,05,14,1900,72.0
26,05,15,0800,127.0
26,05,16,0200,96.0
26,05,17,0800,189.0
26,05,18,0800,167.0
26,05,19,2000,1125.0
26,05,20,1900,758.0
26,05,21,2100,835.0
26,05,22,2000,808.0
26,05,23,0900,374.0
