year,month,day,HORA (HHMM),value
19,08,06,1900,46.0
19,08,07,2200,263.0
19,08,08,0100,228.0
19,08,09,1700,64.0
19,08,10,2100,450.0
19,08,11,0100,101.0
19,08,12,2300,175.0
19,08,13,2000,406.0
19,08,14,0700,356.0
19,08,15,2200,295.0
19,08,16,0700,193.0
19,08,17,0100,162.0
19,08,18,2000,684.0
19,08,19,0000,618.0
19,08,20,0700,204.0
19,08,21,2000,241.0
19,08,22,2200,367.0
19,08,23,2100,205.0
19,08,24,2000,154.0
19,08,25,2000,230.0
19,08,26,0000,152.0
19,08,27,1500,184.0
19,08,28,1800,105.0
19,08,29,2100,84.0
19,08,30,2000,68.0
19,08,31,2100,317.0
19,09,01,0000,140.0
19,09,02,0000,191.0
19,09,03,0700,154.0
19,09,04,0700,340.0
19,09,05,2100,161.0
19,09,06,2000,361.0
19,09,07,0000,218.0
19,09,08,0200,63.0
19,09,09,2200,526.0
19,09,10,0700,339.0
19,09,11,1900,91.0
19,09,12,1500,341.0
19,09,13,1000,140.0
19,09,14,1700,88.0
19,09,15,2000,104.0
19,09,16,1900,28.0
19,09,17,2000,33.0
19,09,18,0800,87.0
19,09,19,1200,27.0
19,09,20,1900,51.0
19,09,21,2200,99.0
19,09,22,0100,75.0
19,09,23,2200,24.0
19,09,24,2100,37.0
19,09,25,2300,106.0
19,09,26,2100,285.0
19,09,27,0600,188.0
19,09,28,0000,92.0
19,09,29,2200,41.0
19,09,30,0700,56.0
19,10,01,2100,91.0
19,10,02,2300,190.0
19,10,03,0000,137.0
19,10,04,2200,44.0
19,10,05,2100,48.0
19,10,06,2100,61.0
19,10,07,1900,35.0
19,10,08,2000,34.0
19,10,09,0700,44.0
19,10,10,2100,210.0
19,10,11,0500,64.0
19,10,12,2000,49.0
19,10,13,1900,53.0
19,10,14,0600,185.0
19,10,15,1900,86.0
19,10,16,2000,97.0
19,10,17,1900,22.0
19,10,18,2200,70.0
19,10,19,2000,44.0
19,10,20,1900,58.0
19,10,21,2200,126.0
19,10,22,0000,70.0
19,10,23,2000,146.0
19,10,24,2100,52.0
19,10,25,2000,59.0
19,10,26,1700,29.0
19,10,27,2200,144.0
19,10,28,0700,93.0
19,10,29,1900,34.0
19,10,30,2200,53.0
19,10,31,2300,57.0
19,11,01,2000,56.0
19,11,02,1000,17.0
19,11,03,2000,38.0
19,11,04,0000,36.0
19,11,05,2000,25.0
19,11,06,2000,29.0
19,11,07,0600,31.0
19,11,08,2000,81.0
19,11,09,0000,27.0
19,11,10,2000,36.0
19,11,11,0600,36.0
19,11,12,0500,37.0
19,11,13,2000,30.0
19,11,14,0800,21.0
19,11,15,1900,21.0
19,11,16,1800,58.0
19,11,17,1200,36.0
19,11,18,1900,25.0
19,11,19,1400,36.0
19,11,20,0600,39.0
19,11,21,2100,35.0
19,11,22,2100,108.0
19,11,23,0000,53.0
19,11,24,1900,28.0
19,11,25,0600,47.0
19,11,26,0700,29.0
19,11,27,2100,36.0
19,11,28,1800,26.0
19,11,29,2100,28.0
19,11,30,2300,72.0
19,12,01,2200,45.0
19,12,02,0400,23.0
19,12,03,0600,38.0
19,12,04,2300,29.0
19,12,05,1200,33.0
19,12,06,2100,42.0
19,12,07,2300,43.0
19,12,08,0000,21.0
19,12,09,1800,12.0
19,12,10,1900,51.0
19,12,11,0700,24.0
19,12,12,0000,29.0
19,12,13,2100,24.0
19,12,14,1800,20.0
19,12,15,2000,21.0
19,12,16,0600,29.0
19,12,17,2100,30.0
19,12,18,2000,26.0
19,12,19,0600,28.0
19,12,20,2100,22.0
19,12,21,2000,22.0
19,12,22,1500,39.0
19,12,23,0800,32.0
19,12,24,0100,37.0
19,12,25,1400,19.0
19,12,26,2100,49.0
19,12,27,2000,22.0
19,12,28,2100,33.0
19,12,29,0000,54.0
19,12,30,0200,24.0
19,12,31,2200,105.0
20,01,01,0100,53.0
20,01,02,2000,14.0
20,01,03,0000,12.0
20,01,04,2100,18.0
20,01,05,2000,23.0
20,01,06,2000,33.0
20,01,07,2000,45.0
20,01,08,2300,41.0
20,01,09,0000,45.0
20,01,10,2300,21.0
20,01,11,2300,28.0
20,01,12,2200,8.0
20,01,13,1400,27.0
20,01,14,2100,34.0
20,01,15,2000,25.0
20,01,16,0600,31.0
20,01,17,2200,18.0
20,01,18,2000,13.0
20,01,19,0500,14.0
20,01,20,0000,13.0
20,01,21,0500,8.0
20,01,22,0500,8.0
20,01,23,0900,7.0
20,01,24,1400,58.0
20,01,25,0000,13.0
20,01,26,2100,18.0
20,01,27,1900,17.0
20,01,28,2100,24.0
20,01,29,1500,363.0
20,01,30,1000,10.0
20,01,31,0600,16.0
20,02,01,1700,27.0
20,02,02,2200,30.0
20,02,03,2000,48.0
20,02,04,2100,36.0
20,02,05,2100,115.0
20,02,06,2000,54.0
20,02,07,2300,140.0
20,02,08,2200,73.0
20,02,09,0000,42.0
20,02,10,0600,36.0
20,02,11,0900,61.0
20,02,12,2200,21.0
20,02,13,1800,20.0
20,02,14,1900,18.0
20,02,15,2000,33.0
20,02,16,2300,26.0
20,02,17,0000,24.0
20,02,18,0600,24.0
20,02,19,2000,58.0
20,02,20,2300,57.0
20,02,21,0700,94.0
20,02,22,0600,63.0
20,02,23,2100,21.0
20,02,24,2000,20.0
20,02,25,2200,28.0
20,02,26,0800,30.0
20,02,27,2300,17.0
20,02,28,0600,58.0
20,02,29,0800,17.0
20,03,01,2200,9.0
20,03,02,2200,12.0
20,03,03,0700,56.0
20,03,04,2200,29.0
20,03,05,2200,36.0
20,03,06,0700,32.0
20,03,07,2000,21.0
20,03,08,2000,41.0
20,03,09,0800,80.0
20,03,10,1000,32.0
20,03,11,2200,45.0
20,03,12,2100,88.0
20,03,13,0100,39.0
20,03,14,2000,26.0
20,03,15,2100,37.0
20,03,16,2300,44.0
20,03,17,0600,51.0
20,03,18,0700,20.0
20,03,19,2300,50.0
20,03,20,2000,19.0
20,03,21,1900,41.0
20,03,22,1900,44.0
20,03,23,0700,55.0
20,03,24,2000,55.0
20,03,25,0000,83.0
20,03,26,0800,43.0
20,03,27,1900,27.0
20,03,28,2000,94.0
20,03,29,2100,101.0
20,03,30,2000,149.0
20,03,31,0700,57.0
20,04,01,2100,119.0
20,04,02,0800,128.0
20,04,03,1800,38.0
20,04,04,0000,35.0
20,04,05,1900,109.0
20,04,06,2100,159.0
20,04,07,2200,322.0
20,04,08,2100,303.0
20,04,09,0700,82.0
20,04,10,1900,53.0
20,04,11,0000,39.0
20,04,12,2300,86.0
20,04,13,0800,146.0
20,04,14,2000,152.0
20,04,15,2100,139.0
20,04,16,0800,63.0
20,04,17,2000,111.0
20,04,18,0900,120.0
20,04,19,2100,91.0
20,04,20,2300,204.0
20,04,21,2100,288.0
20,04,22,2200,685.0
20,04,23,0000,364.0
20,04,24,2300,191.0
20,04,25,2000,93.0
20,04,26,1800,191.0
20,04,27,1800,169.0
20,04,28,2000,233.0
20,04,29,0000,84.0
20,04,30,2000,278.0
20,05,01,2300,233.0
20,05,02,0100,229.0
20,05,03,2300,266.0
20,05,04,1900,354.0
20,05,05,2100,268.0
20,05,06,0100,110.0
20,05,07,0800,78.0
20,05,08,1800,254.0
20,05,09,1900,112.0
20,05,10,2200,139.0
20,05,11,0000,63.0
20,05,12,2100,326.0
20,05,13,2100,156.0
20,05,14,2000,214.0
20,05,15,1100,81.0
20,05,16,1600,96.0
20,05,17,1800,219.0
20,05,18,1700,66.0
20,05,19,2100,499.0
20,05,20,0000,272.0
20,05,21,2000,309.0
20,05,22,0800,275.0
20,05,23,0900,150.0
20,05,24,2000,111.0
20,05,25,1900,248.0
20,05,26,2200,205.0
20,05,27,0700,105.0
20,05,28,2200,359.0
20,05,29,1100,152.0
20,05,30,0900,217.0
20,05,31,2100,330.0
20,06,01,1800,90.0
20,06,02,1800,168.0
20,06,03,0100,189.0
20,06,04,1800,70.0
20,06,05,2200,181.0
20,06,06,1000,280.0
20,06,07,1600,119.0
20,06,08,2200,71.0
20,06,09,1000,77.0
20,06,10,2000,205.0
20,06,11,2000,213.0
20,06,12,2200,303.0
20,06,13,1900,577.0
20,06,14,1800,642.0
20,06,15,1900,630.0
20,06,16,1900,625.0
20,06,17,1800,349.0
20,06,18,0000,210.0
20,06,19,2200,104.0
20,06,20,1100,110.0
20,06,21,2000,333.0
20,06,22,2300,320.0
20,06,23,0100,459.0
20,06,24,0000,376.0
20,06,25,2300,199.0
20,06,26,0100,154.0
20,06,27,0000,92.0
20,06,28,2200,86.0
20,06,29,1100,168.0
20,06,30,1800,206.0
20,07,01,1300,229.0
20,07,02,2200,501.0
20,07,03,1800,679.0
20,07,04,0100,345.0
20,07,05,1800,442.0
20,07,06,2300,1013.0
20,07,07,0000,476.0
20,07,08,2100,149.0
20,07,09,2100,390.0
20,07,10,1800,178.0
20,07,11,1900,129.0
20,07,12,2200,142.0
20,07,13,2100,187.0
20,07,14,2000,339.0
20,07,15,0000,263.0
20,07,16,1600,243.0
20,07,17,2300,595.0
20,07,18,0100,396.0
20,07,19,1700,395.0
20,07,20,0000,377.0
20,07,21,2300,65.0
20,07,22,2000,127.0
20,07,23,2300,553.0
20,07,24,0000,421.0
20,07,25,2300,298.0
20,07,26,0000,379.0
20,07,27,2000,597.0
20,07,28,0000,165.0
20,07,29,1900,311.0
20,07,30,1900,547.0
20,07,31,1900,396.0
20,08,01,0000,307.0
20,08,02,2300,332.0
20,08,03,0000,227.0
20,08,04,2100,366.0
20,08,05,0000,440.0
20,08,06,1300,167.0
20,08,07,1800,193.0
20,08,08,2000,273.0
20,08,09,0000,131.0
20,08,10,0800,60.0
20,08,11,1800,69.0
20,08,12,2000,60.0
20,08,13,1800,126.0
20,08,14,1400,96.0
20,08,15,1900,44.0
20,08,16,1900,40.0
20,08,17,2000,74.0
20,08,18,2300,441.0
20,08,19,0000,346.0
20,08,20,2000,54.0
20,08,21,1800,76.0
20,08,22,2200,62.0
20,08,23,1600,56.0
20,08,24,2200,93.0
20,08,25,2200,128.0
20,08,26,0000,127.0
20,08,27,2200,100.0
20,08,28,2100,108.0
20,08,29,1900,34.0
20,08,30,1900,89.0
20,08,31,2200,547.0
20,09,01,2100,485.0
20,09,02,0000,159.0
20,09,03,1900,119.0
20,09,04,2100,286.0
20,09,05,0800,148.0
20,09,06,2000,313.0
20,09,07,0800,164.0
20,09,08,2100,75.0
20,09,09,2200,148.0
20,09,10,2000,93.0
20,09,11,1800,58.0
20,09,12,2100,85.0
20,09,13,2100,38.0
20,09,14,1900,32.0
20,09,15,2200,178.0
20,09,16,0700,110.0
20,09,17,0800,35.0
20,09,18,2100,56.0
20,09,19,1900,103.0
20,09,20,2000,315.0
20,09,21,0700,227.0
20,09,22,1100,126.0
20,09,23,2100,77.0
20,09,24,2300,47.0
20,09,25,2100,48.0
20,09,26,0100,41.0
20,09,27,2000,35.0
20,09,28,1800,38.0
20,09,29,2100,112.0
20,09,30,1800,24.0
20,10,01,2100,81.0
20,10,02,0600,132.0
20,10,03,0000,175.0
20,10,04,0100,57.0
20,10,05,1900,37.0
20,10,06,2100,40.0
20,10,07,1900,23.0
20,10,08,1900,26.0
20,10,09,2100,30.0
20,10,10,0600,29.0
20,10,11,2000,29.0
20,10,12,1700,17.0
20,10,13,1900,26.0
20,10,14,2000,65.0
20,10,15,1000,103.0
20,10,16,0600,33.0
20,10,17,2000,47.0
20,10,18,1900,42.0
20,10,19,2100,53.0
20,10,20,0600,55.0
20,10,21,0200,72.0
20,10,22,2000,254.0
20,10,23,2000,67.0
20,10,24,2000,51.0
20,10,25,2000,22.0
20,10,26,2000,48.0
20,10,27,1700,38.0
20,10,28,2000,74.0
20,10,29,2000,46.0
20,10,30,0600,40.0
20,10,31,2000,99.0
20,11,01,0100,26.0
20,11,02,0600,44.0
20,11,03,2100,27.0
20,11,04,1800,22.0
20,11,05,2000,28.0
20,11,06,0100,26.0
20,11,07,2100,35.0
20,11,08,2200,24.0
20,11,09,2200,28.0
20,11,10,2100,26.0
20,11,11,0600,23.0
20,11,12,1100,20.0
20,11,13,2000,19.0
20,11,14,0900,20.0
20,11,15,2200,30.0
20,11,16,2000,17.0
20,11,17,0600,35.0
20,11,18,0500,26.0
20,11,19,2200,19.0
20,11,20,2000,13.0
20,11,21,2300,35.0
20,11,22,2000,29.0
20,11,23,0800,28.0
20,11,24,2000,27.0
20,11,25,1100,29.0
20,11,26,1900,23.0
20,11,27,2100,31.0
20,11,28,1900,39.0
20,11,29,1400,20.0
20,11,30,1900,22.0
20,12,01,2100,19.0
20,12,02,2000,16.0
20,12,03,2100,66.0
20,12,04,2000,18.0
20,12,05,0600,17.0
20,12,06,0700,11.0
20,12,07,0700,16.0
20,12,08,2000,15.0
20,12,09,2100,22.0
20,12,10,0700,23.0
20,12,11,1900,24.0
20,12,12,2100,23.0
20,12,13,2200,47.0
20,12,14,2000,27.0
20,12,15,2000,27.0
20,12,16,1900,17.0
20,12,17,2100,17.0
20,12,18,2100,21.0
20,12,19,2000,19.0
20,12,20,0000,17.0
20,12,21,1800,23.0
20,12,22,2100,18.0
20,12,23,2200,22.0
20,12,24,2100,33.0
20,12,25,0400,29.0
20,12,26,0800,12.0
20,12,27,0500,9.0
20,12,28,1200,29.0
20,12,29,1000,26.0
20,12,30,2100,16.0
20,12,31,2100,42.0
21,01,01,0000,19.0
21,01,02,1700,16.0
21,01,03,2200,17.0
21,01,04,2100,18.0
21,01,05,0500,15.0
21,01,06,0700,12.0
21,01,07,1100,22.0
21,01,08,0700,12.0
21,01,09,1900,33.0
21,01,10,2100,41.0
21,01,11,1900,21.0
21,01,12,2100,38.0
21,01,13,0500,24.0
21,01,14,0600,25.0
21,01,15,1900,40.0
21,01,16,0500,35.0
21,01,17,1200,11.0
21,01,18,2100,25.0
21,01,19,0700,9.0
21,01,20,0800,11.0
21,01,21,0700,10.0
21,01,22,1200,14.0
21,01,23,0300,9.0
21,01,24,0600,7.0
21,01,25,2000,14.0
21,01,26,2200,30.0
21,01,27,0700,23.0
21,01,28,2100,22.0
21,01,29,2100,30.0
21,01,30,2100,99.0
21,01,31,2100,26.0
21,02,01,1200,28.0
21,02,02,2000,14.0
21,02,03,0600,19.0
21,02,04,0600,18.0
21,02,05,0600,11.0
21,02,06,0200,37.0
21,02,07,0000,20.0
21,02,08,0600,20.0
21,02,09,0600,18.0
21,02,10,0600,21.0
21,02,11,2300,17.0
21,02,12,0600,17.0
21,02,13,1900,9.0
21,02,14,1900,19.0
21,02,15,0700,28.0
21,02,16,0600,11.0
21,02,17,1900,15.0
21,02,18,2000,26.0
21,02,19,2000,27.0
21,02,20,1900,12.0
21,02,21,2000,20.0
21,02,22,1000,17.0
21,02,23,0600,22.0
21,02,24,2000,19.0
21,02,25,0600,8.0
21,02,26,0700,32.0
21,02,27,0700,11.0
21,02,28,1900,16.0
21,03,01,0700,15.0
21,03,02,1900,29.0
21,03,03,2000,48.0
21,03,04,0700,37.0
21,03,05,0600,25.0
21,03,06,0700,8.0
21,03,07,1200,24.0
21,03,08,1900,33.0
21,03,09,0700,64.0
21,03,10,1000,36.0
21,03,11,1800,22.0
21,03,12,2000,35.0
21,03,13,2100,48.0
21,03,14,2100,76.0
21,03,15,2100,41.0
21,03,16,2000,79.0
21,03,17,2000,228.0
21,03,18,2100,138.0
21,03,19,0700,84.0
21,03,20,2200,39.0
21,03,21,2000,45.0
21,03,22,0700,55.0
21,03,23,1900,23.0
21,03,24,0700,130.0
21,03,25,0700,76.0
21,03,26,2000,46.0
21,03,27,0600,29.0
21,03,28,2000,65.0
21,03,29,0700,87.0
21,03,30,2000,27.0
21,03,31,1900,58.0
21,04,01,2300,88.0
21,04,02,2000,47.0
21,04,03,0800,35.0
21,04,04,0700,50.0
21,04,05,0700,38.0
21,04,06,1000,91.0
21,04,07,0700,59.0
21,04,08,0700,66.0
21,04,09,2000,160.0
21,04,10,0000,80.0
21,04,11,2000,51.0
21,04,12,0800,59.0
21,04,13,0800,64.0
21,04,14,2000,42.0
21,04,15,1800,20.0
21,04,16,2000,59.0
21,04,17,2000,192.0
21,04,18,2100,121.0
21,04,19,2200,109.0
21,04,20,2100,127.0
21,04,21,2200,192.0
21,04,22,2100,300.0
21,04,23,0000,154.0
21,04,24,2300,205.0
21,04,25,0000,109.0
21,04,26,2000,59.0
21,04,27,2100,95.0
21,04,28,2100,65.0
21,04,29,2200,149.0
21,04,30,2000,186.0
21,05,01,0000,148.0
21,05,02,1800,42.0
21,05,03,2000,210.0
21,05,04,0700,212.0
21,05,05,1900,448.0
21,05,06,2200,825.0
21,05,07,0000,694.0
21,05,08,0000,204.0
21,05,09,1800,134.0
21,05,10,2200,333.0
21,05,11,0800,163.0
21,05,12,1800,62.0
21,05,13,2000,189.0
21,05,14,1900,290.0
21,05,15,2100,288.0
21,05,16,1900,394.0
21,05,17,0200,325.0
21,05,18,2000,599.0
21,05,19,0100,434.0
21,05,20,2000,554.0
21,05,21,2100,390.0
21,05,22,2000,158.0
21,05,23,0000,100.0
21,05,24,2000,59.0
21,05,25,2300,156.0
21,05,26,0000,168.0
21,05,27,1900,168.0
21,05,28,2300,167.0
21,05,29,2100,94.0
21,05,30,2300,140.0
21,05,31,0000,138.0
21,06,01,1800,66.0
21,06,02,2100,138.0
21,06,03,1800,71.0
21,06,04,1800,119.0
21,06,05,0100,72.0
21,06,06,1800,75.0
21,06,07,2300,276.0
21,06,08,0000,186.0
21,06,09,1900,102.0
21,06,10,2000,173.0
21,06,11,1200,122.0
21,06,12,2200,158.0
21,06,13,2200,332.0
21,06,14,0000,182.0
21,06,15,2200,737.0
21,06,16,1900,786.0
21,06,17,2300,1126.0
21,06,18,0000,853.0
21,06,19,0000,303.0
21,06,20,2100,628.0
21,06,21,0000,417.0
21,06,22,2000,382.0
21,06,23,0800,333.0
21,06,24,0000,145.0
21,06,25,2100,331.0
21,06,26,2300,409.0
21,06,27,1900,577.0
21,06,28,2200,836.0
21,06,29,0000,535.0
21,06,30,1200,287.0
21,07,01,0000,67.0
21,07,02,2100,183.0
21,07,03,2100,63.0
21,07,04,2100,134.0
21,07,05,0900,177.0
21,07,06,2000,191.0
21,07,07,2000,246.0
21,07,08,1900,244.0
21,07,09,1900,281.0
21,07,10,2000,67.0
21,07,11,1600,27.0
21,07,12,2000,78.0
21,07,13,1800,129.0
21,07,14,0900,89.0
21,07,15,1900,62.0
21,07,16,1800,64.0
21,07,17,2000,98.0
21,07,18,0200,132.0
21,07,19,2200,128.0
21,07,20,1900,173.0
21,07,21,0000,99.0
21,07,22,0900,58.0
21,07,23,2000,105.0
21,07,24,2000,185.0
21,07,25,2000,240.0
21,07,26,2000,83.0
21,07,27,2100,110.0
21,07,28,2200,82.0
21,07,29,1700,79.0
21,07,30,2200,258.0
21,07,31,2000,174.0
21,08,01,2000,57.0
21,08,02,1800,83.0
21,08,03,2100,405.0
21,08,04,2000,879.0
21,08,05,0000,491.0
21,08,06,2000,177.0
21,08,07,2000,106.0
21,08,08,1900,128.0
21,08,09,2200,177.0
21,08,10,2200,352.0
21,08,11,2200,242.0
21,08,12,0800,368.0
21,08,13,0800,253.0
21,08,14,2200,194.0
21,08,15,2200,178.0
21,08,16,0800,129.0
21,08,17,2300,147.0
21,08,18,2100,151.0
21,08,19,2100,413.0
21,08,20,0000,155.0
21,08,21,1700,182.0
21,08,22,1900,99.0
21,08,23,0800,74.0
21,08,24,2000,53.0
21,08,25,2000,53.0
21,08,26,2000,329.0
21,08,27,0800,123.0
21,08,28,2300,94.0
21,08,29,1900,233.0
21,08,30,0700,178.0
21,08,31,0000,115.0
21,09,01,1900,376.0
21,09,02,2100,405.0
21,09,03,2000,326.0
21,09,04,2300,178.0
21,09,05,2100,266.0
21,09,06,2000,444.0
21,09,07,0700,193.0
21,09,08,0700,60.0
21,09,09,2100,97.0
21,09,10,0100,142.0
21,09,11,2100,61.0
21,09,12,0000,58.0
21,09,13,0600,47.0
21,09,14,1800,25.0
21,09,15,2100,66.0
21,09,16,2100,95.0
21,09,17,0000,68.0
21,09,18,2300,123.0
21,09,19,2100,103.0
21,09,20,1900,76.0
21,09,21,2200,197.0
21,09,22,1800,48.0
21,09,23,0700,47.0
21,09,24,2000,41.0
21,09,25,1900,87.0
21,09,26,2100,40.0
21,09,27,1900,40.0
21,09,28,2000,39.0
21,09,29,0600,111.0
21,09,30,2100,41.0
21,10,01,2200,91.0
21,10,02,0600,50.0
21,10,03,0000,28.0
21,10,04,2000,55.0
21,10,05,0600,92.0
21,10,06,2300,42.0
21,10,07,2200,169.0
21,10,08,0000,37.0
21,10,09,2000,50.0
21,10,10,1900,34.0
21,10,11,2300,145.0
21,10,12,0600,116.0
21,10,13,2100,51.0
21,10,14,0500,66.0
21,10,15,0700,24.0
21,10,16,2200,26.0
21,10,17,0600,56.0
21,10,18,0600,23.0
21,10,19,2200,61.0
21,10,20,2000,22.0
21,10,21,2200,72.0
21,10,22,0600,81.0
21,10,23,1900,29.0
21,10,24,1700,37.0
21,10,25,1600,28.0
21,10,26,0500,27.0
21,10,27,2200,39.0
21,10,28,0600,34.0
21,10,29,2200,76.0
21,10,30,0500,41.0
21,10,31,2000,18.0
21,11,01,0000,64.0
21,11,02,1800,22.0
21,11,03,2000,45.0
21,11,04,2100,39.0
21,11,05,2200,50.0
21,11,06,0000,44.0
21,11,07,2100,62.0
21,11,08,2200,48.0
21,11,09,0500,33.0
21,11,10,2300,76.0
21,11,11,2200,51.0
21,11,12,0500,32.0
21,11,13,0800,17.0
21,11,14,2100,48.0
21,11,15,2000,65.0
21,11,16,0100,32.0
21,11,17,1800,18.0
21,11,18,0600,16.0
21,11,19,0000,20.0
21,11,20,1900,29.0
21,11,21,2200,15.0
21,11,22,2000,17.0
21,11,23,0700,11.0
21,11,24,1500,19.0
21,11,25,2100,16.0
21,11,26,2000,43.0
21,11,27,0200,57.0
21,11,28,2100,17.0
21,11,29,2200,44.0
21,11,30,0000,39.0
21,12,01,2200,28.0
21,12,02,1900,21.0
21,12,03,0600,28.0
21,12,04,2100,17.0
21,12,05,2200,16.0
21,12,06,2100,21.0
21,12,07,1800,18.0
21,12,08,2100,53.0
21,12,09,0500,21.0
21,12,10,1900,9.0
21,12,11,0600,13.0
21,12,12,2000,12.0
21,12,13,2000,22.0
21,12,14,2100,12.0
21,12,15,0500,14.0
21,12,16,0600,13.0
21,12,17,0500,13.0
21,12,18,2100,13.0
21,12,19,2200,8.0
21,12,20,0600,10.0
21,12,21,0600,13.0
21,12,22,2200,15.0
21,12,23,0100,12.0
21,12,24,1700,11.0
21,12,25,1800,7.0
21,12,26,1000,5.0
21,12,27,2200,11.0
21,12,28,2200,6.0
21,12,29,1000,10.0
21,12,30,2200,12.0
21,12,31,2200,26.0
22,01,01,0900,21.0
22,01,02,2100,19.0
22,01,03,1600,27.0
22,01,04,0000,13.0
22,01,05,0300,9.0
22,01,06,0600,8.0
22,01,07,0600,14.0
22,01,08,1800,8.0
22,01,09,0500,9.0
22,01,10,2100,9.0
22,01,11,0100,10.0
22,01,12,1600,6.0
22,01,13,0200,10.0
22,01,14,0800,7.0
22,01,15,2100,17.0
22,01,16,2200,21.0
22,01,17,2100,41.0
22,01,18,0000,35.0
22,01,19,0200,23.0
22,01,20,0700,21.0
22,01,21,0700,12.0
22,01,22,2300,19.0
22,01,23,0000,14.0
22,01,24,0600,14.0
22,01,25,0700,21.0
22,01,26,0600,10.0
22,01,27,0500,10.0
22,01,28,0100,9.0
22,01,29,1900,13.0
22,01,30,2000,19.0
22,01,31,0800,10.0
22,02,01,2300,13.0
22,02,02,0000,6.0
22,02,03,0900,9.0
22,02,04,0600,21.0
22,02,05,2100,18.0
22,02,06,0600,12.0
22,02,07,0800,8.0
22,02,08,0800,15.0
22,02,09,2200,14.0
22,02,10,2000,28.0
22,02,11,0000,14.0
22,02,12,2200,11.0
22,02,13,0300,9.0
22,02,14,0600,31.0
22,02,15,2000,25.0
22,02,16,2300,21.0
22,02,17,0000,13.0
22,02,18,2000,8.0
22,02,19,2000,13.0
22,02,20,1200,18.0
22,02,21,2000,13.0
22,02,22,2200,65.0
22,02,23,0700,36.0
22,02,24,0900,13.0
22,02,25,2000,26.0
22,02,26,2000,24.0
22,02,27,1800,19.0
22,02,28,0600,17.0
22,03,01,2000,13.0
22,03,02,1700,10.0
22,03,03,2000,20.0
22,03,04,0700,24.0
22,03,05,2200,59.0
22,03,06,1900,53.0
22,03,07,2300,76.0
22,03,08,0900,62.0
22,03,09,0000,40.0
22,03,10,2000,41.0
22,03,11,0600,32.0
22,03,12,1700,61.0
22,03,13,2200,16.0
22,03,14,0600,63.0
22,03,15,0700,46.0
22,03,16,2000,37.0
22,03,17,2300,44.0
22,03,18,2200,93.0
22,03,19,2000,180.0
22,03,20,0000,99.0
22,03,21,1900,26.0
22,03,22,2100,68.0
22,03,23,2100,100.0
22,03,24,2200,40.0
22,03,25,2100,91.0
22,03,26,0000,74.0
22,03,27,2000,56.0
22,03,28,1100,43.0
22,03,29,2300,114.0
22,03,30,2100,111.0
22,03,31,2100,42.0
22,04,01,0700,46.0
22,04,02,2300,82.0
22,04,03,1900,19.0
22,04,04,2100,34.0
22,04,05,1100,47.0
22,04,06,1900,47.0
22,04,07,2000,196.0
22,04,08,2300,153.0
22,04,09,0100,93.0
22,04,10,0700,36.0
22,04,11,2100,213.0
22,04,12,0300,96.0
22,04,13,1900,38.0
22,04,14,0700,180.0
22,04,15,0100,92.0
22,04,16,2100,119.0
22,04,17,1900,196.0
22,04,18,2300,61.0
22,04,19,2200,35.0
22,04,20,2100,54.0
22,04,21,2000,160.0
22,04,22,2100,82.0
22,04,23,2100,99.0
22,04,24,1100,106.0
22,04,25,2200,116.0
22,04,26,1800,58.0
22,04,27,2000,403.0
22,04,28,2100,261.0
22,04,29,0200,181.0
22,04,30,2000,89.0
22,05,01,2200,192.0
22,05,02,0800,102.0
22,05,03,2300,94.0
22,05,04,0700,58.0
22,05,05,0700,97.0
22,05,06,1900,196.0
22,05,07,1700,86.0
22,05,08,2100,48.0
22,05,09,0700,80.0
22,05,10,2200,413.0
22,05,11,0100,254.0
22,05,12,0100,137.0
22,05,13,2200,197.0
22,05,14,1900,431.0
22,05,15,2100,648.0
22,05,16,2200,987.0
22,05,17,2100,694.0
22,05,18,2000,1013.0
22,05,19,0000,630.0
22,05,20,0000,463.0
22,05,21,2200,179.0
22,05,22,0000,80.0
22,05,23,1800,82.0
22,05,24,0700,137.0
22,05,25,1800,200.0
22,05,26,0700,148.0
22,05,27,2200,261.0
22,05,28,0100,199.0
22,05,29,2000,561.0
22,05,30,2300,509.0
22,05,31,0000,260.0
22,06,01,1800,575.0
22,06,02,0000,463.0
22,06,03,0900,485.0
22,06,04,2300,213.0
22,06,05,0000,230.0
22,06,06,2000,384.0
22,06,07,0800,133.0
22,06,08,1600,351.0
22,06,09,1800,141.0
22,06,10,2100,332.0
22,06,11,2200,1106.0
22,06,12,0000,748.0
22,06,13,1900,273.0
22,06,14,2000,585.0
22,06,15,0700,212.0
22,06,16,1800,74.0
22,06,17,2200,47.0
22,06,18,2100,261.0
22,06,19,0200,115.0
22,06,20,2200,587.0
22,06,21,2200,564.0
22,06,22,0000,557.0
22,06,23,0000,695.0
22,06,24,0000,894.0
22,06,25,2100,780.0
22,06,26,0100,414.0
22,06,27,2200,256.0
22,06,28,1100,147.0
22,06,29,1900,255.0
22,06,30,1700,183.0
22,07,01,2000,239.0
22,07,02,1800,205.0
22,07,03,1600,233.0
22,07,04,2100,198.0
22,07,05,2200,378.0
22,07,06,2000,303.0
22,07,07,1600,288.0
22,07,08,1900,406.0
22,07,09,2000,145.0
22,07,10,2200,101.0
22,07,11,1900,235.0
22,07,12,2300,251.0
22,07,13,2100,274.0
22,07,14,0000,316.0
22,07,15,1700,268.0
