FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
240903;1200;28;;;
240903;1300;16;;;
240903;1400;13;;;
240903;1500;7;;;
240903;1600;13;;;
240903;1700;17;;;
240903;1800;18;;;
240903;1900;19;;;
240903;2000;37;;;
240903;2100;22;;;
240903;2200;20;;;
240903;2300;35;;;
240904;0000;22;;;
240904;0100;14;;;
240904;0200;9;;;
240904;0300;5;;;
240904;0400;5;;;
240904;0500;3;;;
240904;0600;4;;;
240904;0700;52;;;
240904;0800;17;;;
240904;0900;13;;;
240904;1000;12;;;
240904;1100;10;;;
240904;1200;8;;;
240904;1300;8;;;
240904;1400;7;;;
240904;1500;5;;;
240904;1600;18;;;
240904;1700;19;;;
240904;1800;28;;;
240904;1900;28;;;
240904;2000;22;;;
240904;2100;14;;;
240904;2200;15;;;
240904;2300;17;;;
240905;0000;16;;;
240905;0100;11;;;
240905;0200;6;;;
240905;0300;3;;;
240905;0400;3;;;
240905;0500;1;;;
240905;0600;8;;;
240905;0700;38;;;
240905;0800;15;;;
240905;0900;16;;;
240905;1000;19;;;
240905;1100;16;;;
240905;1200;18;;;
240905;1300;23;;;
240905;1400;8;;;
240905;1500;12;;;
240905;1600;15;;;
240905;1700;30;;;
240905;1800;42;;;
240905;1900;40;;;
240905;2000;41;;;
240905;2100;33;;;
240905;2200;27;;;
240905;2300;22;;;
240906;0000;13;;;
240906;0100;12;;;
240906;0200;7;;;
240906;0300;4;;;
240906;0400;1;;;
240906;0500;3;;;
240906;0600;5;;;
240906;0700;7;;;
240906;0800;19;;;
240906;0900;18;;;
240906;1000;19;;;
240906;1100;5;;;
240906;1200;4;;;
240906;1300;5;;;
240906;1400;7;;;
240906;1500;9;;;
240906;1600;11;;;
240906;1700;11;;;
240906;1800;16;;;
240906;1900;11;;;
240906;2000;16;;;
240906;2100;8;;;
240906;2200;10;;;
240906;2300;7;;;
240907;0000;4;;;
240907;0100;3;;;
240907;0200;1;;;
240907;0300;1;;;
240907;0400;2;;;
240907;0500;2;;;
240907;0600;2;;;
240907;0700;2;;;
240907;0800;13;;;
240907;0900;10;;;
240907;1000;14;;;
240907;1100;11;;;
240907;1200;9;;;
240907;1300;6;;;
240907;1400;9;;;
240907;1500;12;;;
240907;1600;15;;;
240907;1700;19;;;
240907;1800;17;;;
240907;1900;28;;;
240907;2000;27;;;
240907;2100;25;;;
240907;2200;19;;;
240907;2300;5;;;
240908;0000;6;;;
240908;0100;8;;;
240908;0200;5;;;
240908;0300;3;;;
240908;0400;2;;;
240908;0500;4;;;
240908;0600;3;;;
240908;0700;5;;;
240908;0800;18;;;
240908;0900;19;;;
240908;1000;19;;;
240908;1100;11;;;
240908;1200;14;;;
240908;1300;28;;;
240908;1400;30;;;
240908;1500;51;;;
240908;1600;46;;;
240908;1700;44;;;
240908;1800;47;;;
240908;1900;31;;;
240908;2000;36;;;
240908;2100;34;;;
240908;2200;42;;;
240908;2300;23;;;
240909;0000;21;;;
240909;0100;23;;;
240909;0200;17;;;
240909;0300;6;;;
240909;0400;5;;;
240909;0500;19;;;
240909;0600;36;;;
240909;0700;19;;;
240909;0800;47;;;
240909;0900;23;;;
240909;1000;19;;;
240909;1100;16;;;
240909;1200;14;;;
240909;1300;27;;;
240909;1400;32;;;
240909;1500;39;;;
240909;1600;34;;;
240909;1700;29;;;
240909;1800;54;;;
240909;1900;33;;;
240909;2000;43;;;
240909;2100;31;;;
240909;2200;26;;;
240909;2300;24;;;
240910;0000;85;;;
240910;0100;7;;;
240910;0200;4;;;
240910;0300;7;;;
240910;0400;19;;;
240910;0500;75;;;
240910;0600;171;;;
240910;0700;173;;;
240910;0800;18;;;
240910;0900;13;;;
240910;1000;18;;;
240910;1100;11;;;
240910;1200;9;;;
240910;1300;12;;;
240910;1400;11;;;
240910;1500;10;;;
240910;1600;19;;;
240910;1700;22;;;
240910;1800;29;;;
240910;1900;38;;;
240910;2000;22;;;
240910;2100;22;;;
240910;2200;21;;;
240910;2300;8;;;
240911;0000;10;;;
240911;0100;6;;;
240911;0200;2;;;
240911;0300;2;;;
240911;0400;3;;;
240911;0500;7;;;
240911;0600;14;;;
240911;0700;28;;;
240911;0800;34;;;
240911;0900;26;;;
240911;1000;13;;;
240911;1100;11;;;
240911;1200;15;;;
240911;1300;10;;;
240911;1400;14;;;
240911;1500;11;;;
240911;1600;11;;;
240911;1700;23;;;
240911;1800;27;;;
240911;1900;37;;;
240911;2000;27;;;
240911;2100;36;;;
240911;2200;15;;;
240911;2300;14;;;
240912;0000;9;;;
240912;0100;4;;;
240912;0200;1;;;
240912;0300;1;;;
240912;0400;2;;;
240912;0500;5;;;
240912;0600;10;;;
240912;0700;14;;;
240912;0800;17;;;
240912;0900;10;;;
240912;1000;6;;;
240912;1100;5;;;
240912;1200;4;;;
240912;1300;5;;;
240912;1400;9;;;
240912;1500;8;;;
240912;1600;12;;;
240912;1700;32;;;
240912;1800;40;;;
240912;1900;46;;;
240912;2000;56;;;
240912;2100;22;;;
240912;2200;28;;;
240912;2300;19;;;
240913;0000;12;;;
240913;0100;7;;;
240913;0200;8;;;
240913;0300;5;;;
240913;0400;2;;;
240913;0500;4;;;
240913;0600;14;;;
240913;0700;15;;;
240913;0800;9;;;
240913;0900;8;;;
240913;1000;8;;;
240913;1100;13;;;
240913;1200;12;;;
240913;1300;15;;;
240913;1400;15;;;
240913;1500;8;;;
240913;1600;12;;;
240913;1700;17;;;
240913;1800;53;;;
240913;1900;61;;;
240913;2000;96;;;
240913;2100;39;;;
240913;2200;53;;;
240913;2300;26;;;
240914;0000;22;;;
240914;0100;25;;;
240914;0200;17;;;
240914;0300;11;;;
240914;0400;6;;;
240914;0500;15;;;
240914;0600;49;;;
240914;0700;20;;;
240914;0800;21;;;
240914;0900;29;;;
240914;1000;15;;;
240914;1100;11;;;
240914;1200;24;;;
240914;1300;16;;;
240914;1400;14;;;
240914;1500;12;;;
240914;1600;17;;;
240914;1700;27;;;
240914;1800;20;;;
240914;1900;26;;;
240914;2000;44;;;
240914;2100;24;;;
240914;2200;26;;;
240914;2300;21;;;
240915;0000;19;;;
240915;0100;14;;;
240915;0200;8;;;
240915;0300;5;;;
240915;0400;13;;;
240915;0500;6;;;
240915;0600;6;;;
240915;0700;11;;;
240915;0800;18;;;
240915;0900;11;;;
240915;1000;6;;;
240915;1100;9;;;
240915;1200;13;;;
240915;1300;22;;;
240915;1400;17;;;
240915;1500;28;;;
240915;1600;34;;;
240915;1700;29;;;
240915;1800;33;;;
240915;1900;36;;;
240915;2000;23;;;
240915;2100;21;;;
240915;2200;9;;;
240915;2300;11;;;
240916;0000;10;;;
240916;0100;6;;;
240916;0200;4;;;
240916;0300;7;;;
240916;0400;8;;;
240916;0500;9;;;
240916;0600;6;;;
240916;0700;21;;;
240916;0800;28;;;
240916;0900;18;;;
240916;1000;11;;;
240916;1100;13;;;
240916;1200;9;;;
240916;1300;12;;;
240916;1400;15;;;
240916;1500;8;;;
240916;1600;8;;;
240916;1700;18;;;
240916;1800;25;;;
240916;1900;28;;;
240916;2000;51;;;
240916;2100;80;;;
240916;2200;37;;;
240916;2300;12;;;
240917;0000;10;;;
240917;0100;5;;;
240917;0200;7;;;
240917;0300;6;;;
240917;0400;10;;;
240917;0500;9;;;
240917;0600;14;;;
240917;0700;21;;;
240917;0800;11;;;
240917;0900;6;;;
240917;1000;23;;;
240917;1100;12;;;
240917;1200;12;;;
240917;1300;21;;;
240917;1400;13;;;
240917;1500;17;;;
240917;1600;17;;;
240917;1700;22;;;
240917;1800;31;;;
240917;1900;29;;;
240917;2000;32;;;
240917;2100;34;;;
240917;2200;13;;;
240917;2300;20;;;
240918;0000;12;;;
240918;0100;49;;;
240918;0200;35;;;
240918;0300;31;;;
240918;0400;46;;;
240918;0500;21;;;
240918;0600;27;;;
240918;0700;32;;;
240918;0800;34;;;
240918;0900;31;;;
240918;1000;13;;;
240918;1100;23;;;
240918;1200;30;;;
240918;1300;19;;;
240918;1400;12;;;
240918;1500;8;;;
240918;1600;30;;;
240918;1700;46;;;
240918;1800;75;;;
240918;1900;170;;;
240918;2000;165;;;
240918;2100;150;;;
240918;2200;119;;;
240918;2300;75;;;
240919;0000;55;;;
240919;0100;43;;;
240919;0200;21;;;
240919;0300;18;;;
240919;0400;16;;;
240919;0500;9;;;
240919;0600;8;;;
240919;0700;13;;;
240919;0800;13;;;
240919;0900;19;;;
240919;1000;29;;;
240919;1100;23;;;
240919;1200;31;;;
240919;1300;43;;;
240919;1400;19;;;
240919;1500;14;;;
240919;1600;14;;;
240919;1700;13;;;
240919;1800;27;;;
240919;1900;33;;;
240919;2000;36;;;
240919;2100;21;;;
240919;2200;14;;;
240919;2300;10;;;
240920;0000;7;;;
240920;0100;7;;;
240920;0200;4;;;
240920;0300;4;;;
240920;0400;5;;;
240920;0500;3;;;
240920;0600;2;;;
240920;0700;16;;;
240920;0800;10;;;
240920;0900;19;;;
240920;1000;42;;;
240920;1100;46;;;
240920;1200;24;;;
240920;1300;40;;;
240920;1400;22;;;
240920;1500;17;;;
240920;1600;33;;;
240920;1700;52;;;
240920;1800;61;;;
240920;1900;93;;;
240920;2000;106;;;
240920;2100;62;;;
240920;2200;71;;;
240920;2300;72;;;
240921;0000;51;;;
240921;0100;60;;;
240921;0200;21;;;
240921;0300;28;;;
240921;0400;11;;;
240921;0500;18;;;
240921;0600;25;;;
240921;0700;52;;;
240921;0800;12;;;
240921;0900;17;;;
240921;1000;16;;;
240921;1100;24;;;
240921;1200;11;;;
240921;1300;12;;;
240921;1400;11;;;
240921;1500;15;;;
240921;1600;18;;;
240921;1700;50;;;
240921;1800;58;;;
240921;1900;77;;;
240921;2000;25;;;
240921;2100;23;;;
240921;2200;14;;;
240921;2300;25;;;
240922;0000;6;;;
240922;0100;30;;;
240922;0200;12;;;
240922;0300;9;;;
240922;0400;21;;;
240922;0500;15;;;
240922;0600;17;;;
240922;0700;18;;;
240922;0800;12;;;
240922;0900;28;;;
240922;1000;32;;;
240922;1100;18;;;
240922;1200;15;;;
240922;1300;50;;;
240922;1400;34;;;
240922;1500;37;;;
240922;1600;19;;;
240922;1700;22;;;
240922;1800;41;;;
240922;1900;40;;;
240922;2000;48;;;
240922;2100;45;;;
240922;2200;45;;;
240922;2300;51;;;
240923;0000;22;;;
240923;0100;22;;;
240923;0200;10;;;
240923;0300;7;;;
240923;0400;9;;;
240923;0500;22;;;
240923;0600;21;;;
240923;0700;31;;;
240923;0800;16;;;
240923;0900;9;;;
240923;1000;8;;;
240923;1100;8;;;
240923;1200;12;;;
240923;1300;7;;;
240923;1400;6;;;
240923;1500;12;;;
240923;1600;14;;;
240923;1700;22;;;
240923;1800;19;;;
240923;1900;21;;;
240923;2000;33;;;
240923;2100;24;;;
240923;2200;25;;;
240923;2300;24;;;
240924;0000;17;;;
240924;0100;6;;;
240924;0200;4;;;
240924;0300;1;;;
240924;0400;1;;;
240924;0500;27;;;
240924;0600;60;;;
240924;0700;17;;;
240924;0800;11;;;
240924;0900;14;;;
240924;1000;14;;;
240924;1100;15;;;
240924;1200;10;;;
240924;1300;13;;;
240924;1400;11;;;
240924;1500;13;;;
240924;1600;10;;;
240924;1700;13;;;
240924;1800;47;;;
240924;1900;52;;;
240924;2000;33;;;
240924;2100;27;;;
240924;2200;36;;;
240924;2300;28;;;
240925;0000;10;;;
240925;0100;8;;;
240925;0200;9;;;
240925;0300;5;;;
240925;0400;5;;;
240925;0500;9;;;
240925;0600;21;;;
240925;0700;22;;;
240925;0800;12;;;
240925;0900;9;;;
240925;1000;6;;;
240925;1100;8;;;
240925;1200;9;;;
240925;1300;11;;;
240925;1400;11;;;
240925;1500;10;;;
240925;1600;12;;;
240925;1700;16;;;
240925;1800;27;;;
240925;1900;15;;;
240925;2000;19;;;
240925;2100;20;;;
240925;2200;15;;;
240925;2300;11;;;
240926;0000;6;;;
240926;0100;3;;;
240926;0200;4;;;
240926;0300;4;;;
240926;0400;1;;;
240926;0500;1;;;
240926;0600;10;;;
240926;0700;12;;;
240926;0800;10;;;
240926;0900;8;;;
240926;1000;6;;;
240926;1100;4;;;
240926;1200;5;;;
240926;1300;11;;;
240926;1400;8;;;
240926;1500;7;;;
240926;1600;11;;;
240926;1700;10;;;
240926;1800;13;;;
240926;1900;14;;;
240926;2000;17;;;
240926;2100;15;;;
240926;2200;11;;;
240926;2300;12;;;
240927;0000;12;;;
240927;0100;8;;;
240927;0200;8;;;
240927;0300;4;;;
240927;0400;6;;;
240927;0500;8;;;
240927;0600;17;;;
240927;0700;18;;;
240927;0800;20;;;
240927;0900;18;;;
240927;1000;3;;;
240927;1100;7;;;
240927;1200;17;;;
240927;1300;12;;;
240927;1400;14;;;
240927;1500;15;;;
240927;1600;19;;;
240927;1700;13;;;
240927;1800;22;;;
240927;1900;16;;;
240927;2000;10;;;
240927;2100;17;;;
240927;2200;12;;;
240927;2300;14;;;
240928;0000;24;;;
240928;0100;14;;;
240928;0200;8;;;
240928;0300;3;;;
240928;0400;1;;;
240928;0500;1;;;
240928;0600;17;;;
240928;0700;22;;;
240928;0800;23;;;
240928;0900;28;;;
240928;1000;22;;;
240928;1100;29;;;
240928;1200;19;;;
240928;1300;33;;;
240928;1400;21;;;
240928;1500;22;;;
240928;1600;35;;;
240928;1700;29;;;
240928;1800;44;;;
240928;1900;47;;;
240928;2000;22;;;
240928;2100;17;;;
240928;2200;25;;;
240928;2300;18;;;
240929;0000;31;;;
240929;0100;25;;;
240929;0200;8;;;
240929;0300;4;;;
240929;0400;3;;;
240929;0500;6;;;
240929;0600;14;;;
240929;0700;17;;;
240929;0800;16;;;
240929;0900;17;;;
240929;1000;27;;;
240929;1100;28;;;
240929;1200;38;;;
240929;1300;41;;;
240929;1400;43;;;
240929;1500;38;;;
240929;1600;29;;;
240929;1700;27;;;
240929;1800;41;;;
240929;1900;36;;;
240929;2000;51;;;
240929;2100;64;;;
240929;2200;62;;;
240929;2300;35;;;
240930;0000;30;;;
240930;0100;6;;;
240930;0200;15;;;
240930;0300;14;;;
240930;0400;19;;;
240930;0500;45;;;
240930;0600;84;;;
240930;0700;23;;;
240930;0800;30;;;
240930;0900;17;;;
240930;1000;23;;;
240930;1100;24;;;
240930;1200;18;;;
240930;1300;25;;;
240930;1400;22;;;
240930;1500;10;;;
240930;1600;;;;
240930;1700;;;;
240930;1800;;;;
240930;1900;83;;;
240930;2000;109;;;
240930;2100;47;;;
240930;2200;35;;;
240930;2300;30;;;
241001;0000;26;;;
241001;0100;15;;;
241001;0200;24;;;
241001;0300;7;;;
241001;0400;7;;;
241001;0500;8;;;
241001;0600;16;;;
241001;0700;14;;;
241001;0800;18;;;
241001;0900;12;;;
241001;1000;10;;;
241001;1100;8;;;
241001;1200;11;;;
241001;1300;11;;;
241001;1400;17;;;
241001;1500;17;;;
241001;1600;14;;;
241001;1700;11;;;
241001;1800;19;;;
241001;1900;40;;;
241001;2000;84;;;
241001;2100;60;;;
241001;2200;112;;;
241001;2300;101;;;
241002;0000;53;;;
241002;0100;58;;;
241002;0200;9;;;
241002;0300;13;;;
241002;0400;8;;;
241002;0500;22;;;
241002;0600;104;;;
241002;0700;76;;;
241002;0800;11;;;
241002;0900;7;;;
241002;1000;6;;;
241002;1100;5;;;
241002;1200;6;;;
241002;1300;5;;;
241002;1400;8;;;
241002;1500;9;;;
241002;1600;12;;;
241002;1700;21;;;
241002;1800;45;;;
241002;1900;40;;;
241002;2000;31;;;
241002;2100;28;;;
241002;2200;33;;;
241002;2300;21;;;
241003;0000;12;;;
241003;0100;25;;;
241003;0200;20;;;
241003;0300;7;;;
241003;0400;8;;;
241003;0500;21;;;
241003;0600;69;;;
241003;0700;14;;;
241003;0800;16;;;
241003;0900;6;;;
241003;1000;9;;;
241003;1100;5;;;
241003;1200;9;;;
241003;1300;8;;;
241003;1400;8;;;
241003;1500;12;;;
241003;1600;16;;;
241003;1700;10;;;
241003;1800;23;;;
241003;1900;37;;;
241003;2000;42;;;
241003;2100;41;;;
241003;2200;90;;;
241003;2300;38;;;
241004;0000;33;;;
241004;0100;11;;;
241004;0200;9;;;
241004;0300;13;;;
241004;0400;14;;;
241004;0500;32;;;
241004;0600;43;;;
241004;0700;41;;;
241004;0800;15;;;
241004;0900;12;;;
241004;1000;10;;;
241004;1100;8;;;
241004;1200;5;;;
241004;1300;8;;;
241004;1400;7;;;
241004;1500;8;;;
241004;1600;7;;;
241004;1700;19;;;
241004;1800;21;;;
241004;1900;34;;;
241004;2000;82;;;
241004;2100;73;;;
241004;2200;35;;;
241004;2300;44;;;
241005;0000;48;;;
241005;0100;53;;;
241005;0200;52;;;
241005;0300;34;;;
241005;0400;27;;;
241005;0500;53;;;
241005;0600;97;;;
241005;0700;30;;;
241005;0800;23;;;
241005;0900;39;;;
241005;1000;20;;;
241005;1100;19;;;
241005;1200;10;;;
241005;1300;9;;;
241005;1400;6;;;
241005;1500;7;;;
241005;1600;7;;;
241005;1700;6;;;
241005;1800;11;;;
241005;1900;59;;;
241005;2000;48;;;
241005;2100;106;;;
241005;2200;72;;;
241005;2300;72;;;
241006;0000;64;;;
241006;0100;62;;;
241006;0200;36;;;
241006;0300;28;;;
241006;0400;53;;;
241006;0500;21;;;
241006;0600;82;;;
241006;0700;38;;;
241006;0800;14;;;
241006;0900;20;;;
241006;1000;8;;;
241006;1100;5;;;
241006;1200;6;;;
241006;1300;6;;;
241006;1400;5;;;
241006;1500;4;;;
241006;1600;5;;;
241006;1700;3;;;
241006;1800;8;;;
241006;1900;29;;;
241006;2000;37;;;
241006;2100;163;;;
241006;2200;17;;;
241006;2300;13;;;
241007;0000;10;;;
241007;0100;8;;;
241007;0200;6;;;
241007;0300;7;;;
241007;0400;8;;;
241007;0500;16;;;
241007;0600;23;;;
241007;0700;24;;;
241007;0800;19;;;
241007;0900;4;;;
241007;1000;8;;;
241007;1100;8;;;
241007;1200;6;;;
241007;1300;5;;;
241007;1400;9;;;
241007;1500;6;;;
241007;1600;5;;;
241007;1700;7;;;
241007;1800;18;;;
241007;1900;19;;;
241007;2000;30;;;
241007;2100;29;;;
241007;2200;21;;;
241007;2300;21;;;
241008;0000;22;;;
241008;0100;17;;;
241008;0200;13;;;
241008;0300;11;;;
241008;0400;18;;;
241008;0500;34;;;
241008;0600;140;;;
241008;0700;78;;;
241008;0800;30;;;
241008;0900;14;;;
241008;1000;9;;;
241008;1100;7;;;
241008;1200;8;;;
241008;1300;8;;;
241008;1400;4;;;
241008;1500;4;;;
241008;1600;4;;;
241008;1700;3;;;
241008;1800;12;;;
241008;1900;43;;;
241008;2000;44;;;
241008;2100;44;;;
241008;2200;53;;;
241008;2300;66;;;
241009;0000;33;;;
241009;0100;15;;;
241009;0200;6;;;
241009;0300;12;;;
241009;0400;18;;;
241009;0500;45;;;
241009;0600;89;;;
241009;0700;31;;;
241009;0800;11;;;
241009;0900;13;;;
241009;1000;10;;;
241009;1100;11;;;
241009;1200;5;;;
241009;1300;4;;;
241009;1400;4;;;
241009;1500;4;;;
241009;1600;4;;;
241009;1700;6;;;
241009;1800;10;;;
241009;1900;27;;;
241009;2000;19;;;
241009;2100;19;;;
241009;2200;11;;;
241009;2300;8;;;
241010;0000;4;;;
241010;0100;2;;;
241010;0200;1;;;
241010;0300;1;;;
241010;0400;3;;;
241010;0500;5;;;
241010;0600;12;;;
241010;0700;14;;;
241010;0800;10;;;
241010;0900;11;;;
241010;1000;13;;;
241010;1100;13;;;
241010;1200;18;;;
241010;1300;9;;;
241010;1400;6;;;
241010;1500;8;;;
241010;1600;13;;;
241010;1700;36;;;
241010;1800;34;;;
241010;1900;59;;;
241010;2000;48;;;
241010;2100;36;;;
241010;2200;51;;;
241010;2300;96;;;
241011;0000;6;;;
241011;0100;6;;;
241011;0200;4;;;
241011;0300;4;;;
241011;0400;5;;;
241011;0500;10;;;
241011;0600;26;;;
241011;0700;23;;;
241011;0800;15;;;
241011;0900;4;;;
241011;1000;8;;;
241011;1100;11;;;
241011;1200;10;;;
241011;1300;11;;;
241011;1400;17;;;
241011;1500;15;;;
241011;1600;20;;;
241011;1700;20;;;
241011;1800;37;;;
241011;1900;29;;;
241011;2000;30;;;
241011;2100;17;;;
241011;2200;14;;;
241011;2300;9;;;
241012;0000;13;;;
241012;0100;8;;;
241012;0200;6;;;
241012;0300;6;;;
241012;0400;7;;;
241012;0500;6;;;
241012;0600;12;;;
241012;0700;28;;;
241012;0800;23;;;
241012;0900;9;;;
241012;1000;8;;;
241012;1100;8;;;
241012;1200;6;;;
241012;1300;5;;;
241012;1400;4;;;
241012;1500;4;;;
241012;1600;3;;;
241012;1700;9;;;
241012;1800;17;;;
241012;1900;22;;;
241012;2000;28;;;
241012;2100;22;;;
241012;2200;16;;;
241012;2300;13;;;
241013;0000;11;;;
241013;0100;7;;;
241013;0200;5;;;
241013;0300;4;;;
241013;0400;5;;;
241013;0500;6;;;
241013;0600;5;;;
241013;0700;4;;;
241013;0800;12;;;
241013;0900;9;;;
241013;1000;13;;;
241013;1100;8;;;
241013;1200;5;;;
241013;1300;9;;;
241013;1400;12;;;
241013;1500;7;;;
241013;1600;7;;;
241013;1700;11;;;
241013;1800;19;;;
241013;1900;23;;;
241013;2000;17;;;
241013;2100;19;;;
241013;2200;30;;;
241013;2300;35;;;
241014;0000;21;;;
241014;0100;6;;;
241014;0200;5;;;
241014;0300;4;;;
241014;0400;3;;;
241014;0500;61;;;
241014;0600;155;;;
241014;0700;29;;;
241014;0800;12;;;
241014;0900;8;;;
241014;1000;5;;;
241014;1100;2;;;
241014;1200;1;;;
241014;1300;1;;;
241014;1400;3;;;
241014;1500;6;;;
241014;1600;11;;;
241014;1700;7;;;
241014;1800;13;;;
241014;1900;17;;;
241014;2000;17;;;
241014;2100;39;;;
241014;2200;15;;;
241014;2300;16;;;
241015;0000;7;;;
241015;0100;7;;;
241015;0200;7;;;
241015;0300;4;;;
241015;0400;4;;;
241015;0500;6;;;
241015;0600;21;;;
241015;0700;15;;;
241015;0800;4;;;
241015;0900;7;;;
241015;1000;10;;;
241015;1100;7;;;
241015;1200;3;;;
241015;1300;7;;;
241015;1400;7;;;
241015;1500;4;;;
241015;1600;3;;;
241015;1700;7;;;
241015;1800;9;;;
241015;1900;47;;;
241015;2000;95;;;
241015;2100;89;;;
241015;2200;67;;;
241015;2300;21;;;
241016;0000;44;;;
241016;0100;18;;;
241016;0200;14;;;
241016;0300;10;;;
241016;0400;23;;;
241016;0500;58;;;
241016;0600;92;;;
241016;0700;40;;;
241016;0800;43;;;
241016;0900;11;;;
241016;1000;8;;;
241016;1100;9;;;
241016;1200;8;;;
241016;1300;6;;;
241016;1400;3;;;
241016;1500;3;;;
241016;1600;8;;;
241016;1700;12;;;
241016;1800;16;;;
241016;1900;38;;;
241016;2000;32;;;
241016;2100;17;;;
241016;2200;20;;;
241016;2300;14;;;
241017;0000;10;;;
241017;0100;7;;;
241017;0200;7;;;
241017;0300;5;;;
241017;0400;6;;;
241017;0500;17;;;
241017;0600;24;;;
241017;0700;15;;;
241017;0800;15;;;
241017;0900;18;;;
241017;1000;10;;;
241017;1100;7;;;
241017;1200;7;;;
241017;1300;7;;;
241017;1400;11;;;
241017;1500;7;;;
241017;1600;14;;;
241017;1700;8;;;
241017;1800;13;;;
241017;1900;23;;;
241017;2000;21;;;
241017;2100;39;;;
241017;2200;25;;;
241017;2300;24;;;
241018;0000;17;;;
241018;0100;8;;;
241018;0200;4;;;
241018;0300;1;;;
241018;0400;1;;;
241018;0500;6;;;
241018;0600;23;;;
241018;0700;14;;;
241018;0800;9;;;
241018;0900;11;;;
241018;1000;6;;;
241018;1100;5;;;
241018;1200;8;;;
241018;1300;6;;;
241018;1400;6;;;
241018;1500;5;;;
241018;1600;5;;;
241018;1700;12;;;
241018;1800;22;;;
241018;1900;44;;;
241018;2000;73;;;
241018;2100;85;;;
241018;2200;81;;;
241018;2300;97;;;
241019;0000;34;;;
241019;0100;40;;;
241019;0200;48;;;
241019;0300;43;;;
241019;0400;23;;;
241019;0500;23;;;
241019;0600;32;;;
241019;0700;29;;;
241019;0800;30;;;
241019;0900;20;;;
241019;1000;14;;;
241019;1100;8;;;
241019;1200;5;;;
241019;1300;;;;
241019;1400;3;;;
241019;1500;3;;;
241019;1600;2;;;
241019;1700;3;;;
241019;1800;6;;;
241019;1900;13;;;
241019;2000;139;;;
241019;2100;26;;;
241019;2200;54;;;
241019;2300;109;;;
241020;0000;72;;;
241020;0100;32;;;
241020;0200;26;;;
241020;0300;25;;;
241020;0400;8;;;
241020;0500;9;;;
241020;0600;5;;;
241020;0700;5;;;
241020;0800;8;;;
241020;0900;6;;;
241020;1000;7;;;
241020;1100;8;;;
241020;1200;5;;;
241020;1300;4;;;
241020;1400;2;;;
241020;1500;3;;;
241020;1600;2;;;
241020;1700;4;;;
241020;1800;14;;;
241020;1900;21;;;
241020;2000;19;;;
241020;2100;7;;;
241020;2200;14;;;
241020;2300;7;;;
241021;0000;3;;;
241021;0100;4;;;
241021;0200;6;;;
241021;0300;5;;;
241021;0400;3;;;
241021;0500;6;;;
241021;0600;7;;;
241021;0700;9;;;
241021;0800;9;;;
241021;0900;5;;;
241021;1000;8;;;
241021;1100;7;;;
241021;1200;6;;;
241021;1300;3;;;
241021;1400;7;;;
241021;1500;7;;;
241021;1600;7;;;
241021;1700;6;;;
241021;1800;4;;;
241021;1900;19;;;
241021;2000;24;;;
241021;2100;14;;;
241021;2200;20;;;
241021;2300;15;;;
241022;0000;13;;;
241022;0100;6;;;
241022;0200;1;;;
241022;0300;6;;;
241022;0400;6;;;
241022;0500;6;;;
241022;0600;15;;;
241022;0700;11;;;
241022;0800;6;;;
241022;0900;3;;;
241022;1000;4;;;
241022;1100;3;;;
241022;1200;3;;;
241022;1300;2;;;
241022;1400;1;;;
241022;1500;1;;;
241022;1600;1;;;
241022;1700;3;;;
241022;1800;4;;;
241022;1900;17;;;
241022;2000;12;;;
241022;2100;9;;;
241022;2200;5;;;
241022;2300;2;;;
241023;0000;4;;;
241023;0100;4;;;
241023;0200;3;;;
241023;0300;3;;;
241023;0400;2;;;
241023;0500;3;;;
241023;0600;10;;;
241023;0700;6;;;
241023;0800;4;;;
241023;0900;2;;;
241023;1000;2;;;
241023;1100;1;;;
241023;1200;1;;;
241023;1300;1;;;
241023;1400;1;;;
241023;1500;2;;;
241023;1600;2;;;
241023;1700;1;;;
241023;1800;1;;;
241023;1900;5;;;
241023;2000;7;;;
241023;2100;10;;;
241023;2200;6;;;
241023;2300;1;;;
241024;0000;1;;;
241024;0100;1;;;
241024;0200;1;;;
241024;0300;1;;;
241024;0400;1;;;
241024;0500;6;;;
241024;0600;16;;;
241024;0700;11;;;
241024;0800;5;;;
241024;0900;3;;;
241024;1000;3;;;
241024;1100;2;;;
241024;1200;8;;;
241024;1300;10;;;
241024;1400;5;;;
241024;1500;4;;;
241024;1600;2;;;
241024;1700;6;;;
241024;1800;17;;;
241024;1900;32;;;
241024;2000;25;;;
241024;2100;18;;;
241024;2200;17;;;
241024;2300;27;;;
241025;0000;18;;;
241025;0100;14;;;
241025;0200;10;;;
241025;0300;7;;;
241025;0400;6;;;
241025;0500;7;;;
241025;0600;15;;;
241025;0700;10;;;
241025;0800;12;;;
241025;0900;11;;;
241025;1000;11;;;
241025;1100;12;;;
241025;1200;17;;;
241025;1300;14;;;
241025;1400;11;;;
241025;1500;8;;;
241025;1600;10;;;
241025;1700;14;;;
241025;1800;19;;;
241025;1900;21;;;
241025;2000;24;;;
241025;2100;16;;;
241025;2200;7;;;
241025;2300;3;;;
241026;0000;4;;;
241026;0100;4;;;
241026;0200;2;;;
241026;0300;1;;;
241026;0400;1;;;
241026;0500;2;;;
241026;0600;3;;;
241026;0700;2;;;
241026;0800;2;;;
